ID,mox,mox_FDR,moxYG,moxYG_FDR,logCPM
YNL233W,0.377020227,0.349262748,-0.27759175,0.531668827,3.03558281
YNL234W,0.590422813,0.120462491,0.684371591,0.055383933,2.968909747
YNL235C,-0.280049878,0.755125334,0.230269693,0.830619378,-0.172463143
YNL236W,0.371459969,0.355743311,0.510572839,0.170467649,4.08965475
YNL237W,0.242685149,0.746983494,1.370505088,0.00833019,4.382821009
YNL238W,0.277654559,0.523835471,0.545017579,0.144732319,6.289727056
YNL239W,-0.523229686,0.190777825,0.027006612,1,7.780867025
YNL240C,-0.502970597,0.278220244,-0.124739892,0.864755363,5.833736265
YNL241C,-1.144346032,0.024796979,-0.59160012,0.302011184,9.502961168
YNL242W,0.01738722,1,0.784582668,0.022522025,3.90345725
YNL243W,-0.27003108,0.594784869,-0.35332411,0.469666006,5.870922099
YNL244C,0.023452742,1,-0.15180122,0.782183297,7.382021356
YNL245C,-0.728762255,0.065015739,-0.520194396,0.209273989,4.017324599
YNL246W,-1.00409774,0.013153255,-0.742208353,0.075480039,5.505529745
YNL247W,0.103005893,0.853204058,0.051819363,0.963081893,5.798159198
YNL248C,0.610430321,0.209438724,0.276626973,0.648301681,5.248749976
YNL249C,-0.419299657,0.225828597,-0.208335374,0.622219739,3.418882006
YNL250W,0.140254932,0.794901669,0.112043771,0.864755363,2.618758669
YNL251C,-1.137946781,0.000714172,-0.673660834,0.063916128,6.655486121
YNL252C,0.391723994,0.373878465,0.18746831,0.733660341,3.002527525
YNL253W,-0.135369107,0.760976438,-0.468891259,0.162642836,3.535004824
YNL254C,-0.298917564,0.453581762,-0.29841763,0.464768184,3.097418165
YNL255C,0.881687116,0.164443956,-0.065231351,0.987122033,7.108209785
YNL256W,-0.604337371,0.12168259,0.41451652,0.319196272,5.77119353
YNL257C,-0.214673179,0.592323502,-0.191475576,0.661816573,4.11348113
YNL258C,0.383649499,0.315147843,-0.460227083,0.215042615,3.612720277
YNL259C,-0.236648371,0.728729438,-0.656882598,0.226669692,4.667017035
YNL260C,-0.412291383,0.234492629,-0.555091472,0.083872313,3.187759736
YNL261W,-0.040422164,0.977176116,0.385351222,0.323554341,4.534831101
YNL262W,-0.107317579,0.821680458,-0.251527714,0.524503164,3.688478778
YNL263C,-0.234312395,0.673036812,-0.319251557,0.54624312,7.792838006
YNL264C,-0.077965831,0.890553093,-0.008394446,1,4.613522217
YNL265C,-0.260386146,0.60567053,-0.554475064,0.193770719,3.084203463
YNL266W,-0.288945021,0.709210315,-0.379102188,0.615548044,0.787883975
YNL267W,0.45760073,0.204433396,-0.148476732,0.759940942,3.944291034
YNL268W,0.097176279,0.891947001,0.014477159,1,7.343649
YNL269W,-0.82083315,0.248257006,-0.662576339,0.372751604,0.678306988
YNL270C,0.333441732,0.600171372,0.707635627,0.188915874,4.166859499
YNL271C,0.957802148,0.001705608,0.892384368,0.003665871,3.718076104
YNL272C,0.396739976,0.325948229,-0.45048241,0.257915021,3.166687581
YNL273W,-0.473348434,0.2180724,-0.391935591,0.325861766,3.985070251
YNL274C,-0.032825226,1,0.398731018,0.469827546,3.8298277
YNL275W,0.281202189,0.483514608,0.373491188,0.320698419,5.268232932
YNL276C,-0.56795643,0.28372918,-0.812474854,0.096592808,1.32545738
YNL277W,-0.430179718,0.251911193,-0.007116465,1,4.729752298
YNL277W-A,-0.352489001,0.721635062,-0.432040456,0.720616616,-1.761528013
YNL278W,0.198935743,0.718038186,0.238355012,0.665568254,3.159352271
YNL279W,-1.140984012,0.001018228,-0.726828567,0.049431052,5.076413874
YNL280C,-0.270020731,0.564614724,0.129157594,0.833011643,7.866879867
YNL281W,-0.372222873,0.355388861,-0.26490996,0.553016141,6.276547796
YNL282W,-0.127497996,0.851404986,-0.380223398,0.464196765,2.067240794
YNL283C,0.424971136,0.345364359,0.392318454,0.394186362,7.820948216
YNL284C,0.214294894,0.60567053,0.007907451,1,4.119080159
YNL284C-A,-0.701761952,0.413157706,0.745903506,0.366922646,-0.711855563
YNL284C-B,-0.175406729,0.712546538,-0.256663296,0.565096877,6.149332766
YNL285W,-0.451375948,0.820831328,1.270624607,0.143493549,-2.661098677
YNL286W,-1.182597564,0.000817086,-0.8143278,0.028809262,3.517862563
YNL287W,0.114364979,0.861962839,0.759713778,0.059365025,6.7486081
YNL288W,-0.043656132,0.977148702,0.355407362,0.426531637,6.366388918
YNL289W,-0.000777279,1,-0.322903071,0.509696557,2.742204667
YNL290W,-0.347293206,0.32295966,-0.686467094,0.022547771,3.929599768
YNL291C,0.541809549,0.150510336,0.710143472,0.039998504,6.216711086
YNL292W,-0.030842373,1,-0.470480415,0.30713323,3.168573638
YNL293W,0.88655749,0.088788973,0.173809047,0.827651014,2.505204192
YNL294C,0.253085399,0.547517632,0.296049113,0.475891227,5.658767159
YNL295W,0.15078764,0.753733576,-0.468764038,0.208028081,2.9652499
YNL296W,0,1,0,1,-4.776081025
YNL297C,0.302897816,0.494929693,0.865541216,0.013542067,5.229960723
YNL298W,0.845248126,0.008186046,0.510015919,0.144732319,3.552874476
YNL299W,-0.667368324,0.046636174,-1.599401218,4.54E-08,3.43123313
YNL300W,-0.564798483,0.264077424,-0.459862502,0.382509299,7.169620934
YNL301C,-0.292686274,0.542797933,-0.228095239,0.670463259,7.12324599
YNL302C,0.374219414,0.495547698,-0.049001193,0.989404938,8.792413578
YNL303W,0.952021729,0.098558084,0.428934354,0.52986818,2.466950333
YNL304W,-0.467988805,0.286587169,-1.077718911,0.003718884,2.106222682
YNL305C,0.028547384,1,0.376830255,0.48059856,7.34747045
YNL306W,0.493057587,0.173654974,0.088597758,0.888259132,4.804658651
YNL307C,-0.613963197,0.246138618,-0.112389712,0.907256389,9.393365959
YNL308C,0.362704807,0.448224594,-0.572017814,0.190175935,4.117762826
YNL309W,0.236960631,0.556336256,0.430894699,0.222176398,3.104471227
YNL310C,-0.434438516,0.281408057,-0.59843427,0.107884447,3.366897589
YNL311C,0.394700602,0.329343443,0.792582117,0.021534568,3.740686141
YNL312W,-0.899470585,0.006448786,-0.764930346,0.022114055,5.311318249
YNL313C,0.330030158,0.435612797,0.56407293,0.130842305,4.760094363
YNL314W,0.299912181,0.541570083,0.152273623,0.807984486,2.472266367
YNL315C,0.128299368,0.797158618,-0.247479601,0.583893803,3.647989047
YNL316C,0.260918787,0.50975468,0.709416777,0.0251012,3.847369855
YNL317W,0.187098739,0.672148367,-0.269419178,0.521884594,2.900481472
YNL318C,0.11802825,0.938445095,1.037170297,0.225002752,-1.561163623
YNL319W,-0.188519573,0.835728488,0.230922826,0.799129385,1.762283761
YNL320W,-0.021166018,1,0.108566705,0.879696489,6.883816673
YNL321W,0.017143821,1,0.426327777,0.523577936,7.82358371
YNL322C,1.11241535,0.001985848,1.078020785,0.002631772,6.781756147
YNL323W,0.479170013,0.176094071,0.480454702,0.166844112,4.570103398
YNL324W,0.039233871,1,0.257160195,0.915951575,-2.414783142
YNL325C,0.398536932,0.343934436,-0.224750997,0.659480925,2.581677446
YNL326C,0.745208434,0.024980483,0.335927383,0.389718929,3.93156022
YNL327W,0.731055661,0.07620219,1.017722886,0.006652338,8.652846397
YNL328C,0.450704527,0.504976117,-0.107513193,0.933742382,0.552357907
YNL329C,-0.315198073,0.434396419,0.346300843,0.382485874,5.090342955
YNL330C,-0.011853845,1,-0.142838754,0.777715899,4.544231586
YNL331C,-0.178835144,0.732557636,0.509612663,0.209280161,2.880598793
YNL332W,1.056248364,0.015832792,0.930863827,0.033184249,4.705587329
YNL333W,0.090951778,0.890993266,0.429610721,0.302764293,3.83747061
YNL334C,0.446644986,0.40969968,0.26870599,0.67431807,1.866539091
YNL335W,0.036596683,0.993781291,0.581743812,0.212536701,1.345058271
YNL336W,0.048639971,0.968278174,0.001425719,1,6.994479231
YNL337W,-0.311265855,1,0.50076293,0.909704858,-4.09174293
YNL338W,-1.363842238,0.129077832,-0.804741871,0.467130972,-2.620473076
YNL339C,0,1,0,1,-4.776081025
YNL339W-A,0,1,0,1,-4.776081025
YNL339W-B,0,1,0,1,-4.776081025
YNR001C,0.435578913,0.320026846,1.041537579,0.004098279,7.083587974
YNR001W-A,-0.547415199,0.617582913,-1.737540833,0.071743518,-2.459869153
YNR002C,-0.469476045,0.303097152,0.351583386,0.478765839,3.830161072
YNR003C,-0.415754471,0.342942114,-1.376213402,8.73E-05,4.184320062
YNR003W-A,0,1,0,1,-4.776081025
YNR004W,-0.949671978,0.006921294,-0.744602511,0.039485597,3.168894825
YNR005C,0.091476128,0.981899136,-0.624496415,0.540559467,-1.039743185
YNR006W,0.090787952,0.883777389,0.018050159,1,2.857200015
YNR007C,0.027941295,1,-0.437530881,0.363879237,2.310386018
YNR008W,0.526984975,0.108499161,0.338183272,0.343984248,4.481256357
YNR009W,0.496226191,0.217017946,0.305530288,0.503647994,2.635520551
YNR010W,0.004120045,1,0.180236022,0.779984204,2.026020623
YNR011C,0.359713801,0.382589399,-0.343040522,0.41802491,2.827102525
YNR012W,0.350672711,0.448732609,0.529318117,0.211606299,3.987057112
YNR013C,0.872989823,0.034316008,1.051418593,0.006813525,7.967624818
YNR014W,0.302919257,0.577767342,0.515319295,0.290065215,4.764125018
YNR015W,0.573991051,0.101169024,0.21747809,0.627273846,4.087028657
YNR016C,-0.318869572,0.533167127,0.555337451,0.219273122,10.6808854
YNR017W,0.13754314,0.795532739,0.102072558,0.878168061,6.39800959
YNR018W,0.007808933,1,0.037768251,0.990102852,4.985014938
YNR019W,-0.68405807,0.050228652,-0.081659488,0.905501562,5.203653601
YNR020C,1.392342546,0.002819599,0.845929254,0.096380915,1.900791905
YNR021W,0.234911741,0.615496237,-0.025198753,1,7.468156014
YNR022C,0.165834938,0.731678029,-0.421211903,0.297609503,3.557820728
YNR023W,0.468406042,0.346581856,-0.057960434,0.983523552,2.234798931
YNR024W,0.365657024,0.436592969,-0.010293397,1,2.9200869
YNR025C,0.32879294,0.626808767,0.422616629,0.529927965,0.659061406
YNR026C,0.151991716,0.725639588,-0.436368931,0.203908067,3.379488853
YNR027W,0.543246147,0.121199757,0.182909673,0.690411641,3.932437478
YNR028W,0.4664403,0.237458838,0.158146914,0.762344498,4.389762574
YNR029C,0.438842457,0.374107556,-0.257321015,0.670463259,3.052920375
YNR030W,0.352946579,0.433346456,0.871744396,0.01814746,7.965182431
YNR031C,0.327433031,0.381511841,-0.038544133,0.982819762,3.256601136
YNR032C-A,0.001549131,1,-0.306573891,0.551624323,2.728581479
YNR032W,-0.149335148,0.743797695,0.194623704,0.669540741,4.815949557
YNR033W,-0.213699852,0.654903169,0.126933271,0.830293306,5.009019722
YNR034W,0.75658347,0.011604893,1.009774533,0.000361423,3.892526788
YNR034W-A,-0.219310949,0.756778662,-1.042994335,0.04073182,1.434907413
YNR035C,-0.349975827,0.357160001,-0.526993469,0.125971199,5.821906777
YNR036C,-0.92293119,0.093545989,-0.630266399,0.28032626,7.026794735
YNR037C,0.296244242,0.431160103,0.090050025,0.877837287,3.913427115
YNR038W,0.680102055,0.146385612,0.707155035,0.118354864,4.08650406
YNR039C,0.561139785,0.123870878,0.905562424,0.005099433,4.880471527
YNR040W,0.051968763,0.969523961,-0.042449148,0.991881047,2.781598391
YNR041C,-0.826939691,0.132097075,-0.470062304,0.446046654,6.708982193
YNR042W,-0.942001636,0.065545451,-0.792228943,0.122246685,4.840329473
YNR043W,-0.257376782,0.549206385,0.392780254,0.317650351,7.196917732
YNR044W,-0.16878164,0.721629089,0.285011576,0.503338574,5.126829973
YNR045W,-1.765230432,4.30E-08,-1.602088265,1.02E-06,3.402197537
YNR046W,0.380995343,0.391783543,0.630907253,0.109294834,4.353465638
YNR047W,0.631828965,0.056754168,0.628434593,0.050614438,3.387216826
YNR048W,0.678587971,0.04541212,0.799444839,0.012263784,3.46304835
YNR049C,-0.298716039,0.517221704,-0.462278274,0.275517058,3.165830146
YNR050C,-1.6170016,9.03E-05,-1.250943307,0.003351645,6.599687538
YNR051C,0.275494076,0.516853126,0.163832951,0.743930739,5.027200739
YNR052C,-0.090318891,0.875170353,0.223642699,0.628196716,5.118611644
YNR053C,0.923324611,0.023164084,0.029600832,1,4.54990834
YNR054C,0.113516852,0.888322378,-0.79058902,0.103663315,3.070004061
YNR055C,0.541972631,0.152244328,0.849802968,0.011556545,7.684260333
YNR056C,-4.901337359,1.04E-05,-3.734145844,0.000663212,7.687124371
YNR057C,-2.320613218,0.000853081,-2.25097886,0.001152285,4.954944637
YNR058W,-3.391523151,0.000237515,-1.943599738,0.040559622,6.441365381
YNR059W,-0.476963531,0.176264927,0.442992887,0.209932591,3.89524911
YNR060W,-0.307151253,0.409436468,-0.121150563,0.809341032,3.276138339
YNR061C,0.052214636,0.956032877,-0.103000398,0.871864461,6.948537276
YNR062C,-0.868989167,0.154376101,-0.368495856,0.62900286,1.527508526
YNR063W,-0.508775675,0.446429666,0.076283893,0.977188294,1.610038495
YNR064C,-1.266578604,0.009437852,-0.751119296,0.154931536,1.929228619
YNR065C,-0.161768102,0.736350032,0.936843153,0.004521851,4.564651474
YNR066C,0.41709351,0.643163616,0.833357498,0.277342494,1.663653942
YNR067C,0.317171137,0.47781115,0.74355929,0.042529058,8.319572067
YNR068C,-0.65793517,0.145628319,-0.049674726,0.987022535,2.119926137
YNR069C,-0.090594294,0.93350208,0.247200612,0.722520134,1.773225619
YNR070W,-0.277828971,0.542797933,-0.337206907,0.447150933,2.590584648
YNR071C,-2.004206711,2.45E-09,-0.799322929,0.033184249,3.066091704
YNR072W,-0.67752134,0.181439448,-0.650045578,0.203908067,0.959865334
YNR073C,-0.682796929,0.055442832,0.112825616,0.851082038,3.412150636
YNR074C,-0.463684138,0.189150123,-0.120461254,0.817152604,4.914484838
YNR075C-A,-0.803101046,0.12707827,0.080390197,0.952705291,0.905171662
YNR075W,-0.167413569,0.772406295,-0.184954403,0.753277807,3.80849114
YNR076W,-0.87814977,0.155719718,-0.283502634,0.734166954,1.990097752
YNR077C,1.489826986,0.441321927,0.046091587,1,-3.735205872
YOL001W,-0.142438583,0.750294217,0.334515446,0.367647653,4.497152006
YOL002C,0.115595292,0.821680458,0.289719075,0.489048108,6.152399018
YOL003C,-0.082524233,0.883924113,0.042998272,0.974739381,5.543926344
YOL004W,0.609051927,0.086150799,0.723725171,0.028464458,5.195855183
YOL005C,-0.37960704,0.329546934,-0.229222534,0.616014371,4.512990942
YOL006C,0.585473898,0.250284447,-0.455183065,0.40486835,3.265260112
YOL007C,0.145107363,0.753563508,0.340674177,0.376588978,4.434775637
YOL008W,-0.05934534,0.932997379,0.37917292,0.287356721,4.147077636
YOL009C,0.178830295,0.721629089,-0.057503183,0.966803505,2.944727543
YOL010W,0.478474646,0.189659646,-0.017143764,1,4.250300374
YOL011W,0.555176997,0.197937067,0.660350584,0.105036257,6.861263806
YOL012C,-0.024799064,1,0.173792954,0.727117362,5.175968464
YOL013C,-0.123833401,0.794901669,0.196478373,0.660314031,4.916001767
YOL013W-A,-0.138662187,0.859012612,0.85871236,0.081364201,1.808985851
YOL013W-B,-1.459285309,0.033756233,-1.742057857,0.014881967,-1.727736003
YOL014W,-0.005140853,1,-0.205035799,0.756229941,2.703440748
YOL015W,-0.6657522,0.163424611,-0.885439258,0.046661407,0.688800263
YOL016C,-0.695110662,0.021522121,-0.629768747,0.036078794,3.588768177
YOL017W,-0.218884962,0.630402224,-0.76504746,0.027996138,2.892999083
YOL018C,0.197868549,0.756586859,-0.568591065,0.274350667,2.669680919
YOL019W,0.489969185,0.222344111,0.629004376,0.092545489,4.949455305
YOL019W-A,-2.050395083,0.104762572,-1.589062187,0.220294991,-3.514280289
YOL020W,0.840519177,0.016463287,0.898260781,0.007878501,7.68014966
YOL021C,0.573470168,0.158955924,0.62280687,0.109707076,4.852926551
YOL022C,-0.194304351,0.717361314,-0.75849286,0.050656083,4.523438706
YOL023W,0.959803621,0.087923846,0.16416637,0.861347183,1.749942864
YOL024W,-0.162850197,0.84523258,0.766029919,0.143307407,0.207307575
YOL025W,0.530980813,0.112524633,0.742173371,0.014589915,3.840452927
YOL026C,-0.574163008,0.124038089,-0.373001181,0.3597561,4.289815466
YOL027C,0.62402691,0.084749708,0.097020723,0.877851662,4.741355218
YOL028C,0.778840889,0.148319151,-0.034804464,1,1.701412254
YOL029C,0.572928495,0.311970315,0.001497475,1,1.782752691
YOL030W,0.258119353,0.655770896,0.435658069,0.397555562,10.08480631
YOL031C,-0.776243782,0.012527605,-0.806156013,0.007761523,4.619299208
YOL032W,0.289198357,0.545554786,0.232032787,0.663006417,2.669373185
YOL033W,-0.497703206,0.153916733,-0.782242892,0.012464332,3.203157171
YOL034W,0.293943325,0.556664401,-0.26058549,0.637750646,2.304765233
YOL035C,0.019469259,1,0.625794234,0.334271911,0.224489485
YOL036W,0.180034563,0.699514553,0.440363167,0.245128709,4.630282787
YOL037C,0.112850245,0.966583716,0.429099669,0.710096325,0.649137136
YOL038C-A,0.422650647,0.499645224,0.916901132,0.075104373,0.133552866
YOL038W,0.220783721,0.721629089,-0.17972659,0.797998715,5.064052594
YOL039W,0.268565057,0.586067391,0.456988703,0.301332517,11.10154154
YOL040C,0.252474703,0.618841431,0.387710619,0.404782707,10.43127559
YOL041C,0.501517424,0.436592969,-0.478769158,0.473564066,4.565123512
YOL042W,0.395970645,0.315719321,1.157965198,0.000285638,3.977008417
YOL043C,0.856391599,0.095887832,0.488773491,0.393212371,2.080719412
YOL044W,0.057449955,0.936900736,-0.07034774,0.92169117,3.110591251
YOL045W,0.541521133,0.098721062,0.36260003,0.303683428,3.649471965
YOL046C,0.61469564,0.583992959,1.484802146,0.095817266,-1.072146034
YOL047C,0.489601346,0.384864725,0.29985301,0.656054141,2.514412123
YOL048C,0.314791228,0.468755465,0.354007762,0.405894712,5.231100317
YOL049W,-0.132033688,0.789382283,-0.514431641,0.15001214,5.380292606
YOL050C,0.850430911,0.208414145,1.260340585,0.04073182,-0.011583593
YOL051W,0.709244503,0.041135016,0.353524816,0.380910013,3.31755164
YOL052C,-0.121730251,0.808924902,0.404554697,0.284785526,6.235975231
YOL052C-A,2.081721013,9.30E-05,2.69108363,3.07E-07,4.634219199
YOL053W,1.012559528,0.054708651,0.236627284,0.746363067,2.453883063
YOL054W,0.632603746,0.136870137,-0.117036675,0.878901936,2.527532539
YOL055C,0.251392053,0.565658724,0.503071838,0.181992989,3.472417787
YOL056W,-0.095789147,0.911976688,-0.869509304,0.04599141,2.843885242
YOL057W,-0.533496658,0.175264515,0.223663295,0.653469929,6.622403759
YOL058W,-0.139913798,0.793590265,0.011330044,1,9.119657591
YOL059W,-0.732092968,0.039203941,-0.5311469,0.151054409,7.696358621
YOL060C,0.412804449,0.420523702,0.763007904,0.08523228,6.848660805
YOL061W,0.03471026,0.986597703,0.373705577,0.353342769,7.75069698
YOL062C,-0.820686383,0.054724986,-0.015039815,1,6.049100364
YOL063C,-0.222820105,0.592012755,0.157831893,0.739426446,4.110052385
YOL064C,-0.994022729,0.005689522,-0.635592258,0.098214027,6.496439295
YOL065C,-0.196782454,0.681557681,-0.745758846,0.036003221,2.721844822
YOL066C,-0.869241076,0.010559997,-0.973477153,0.00307462,3.764390615
YOL067C,-0.137796529,0.794901669,-0.300699586,0.505234428,3.043818694
YOL068C,0.04786169,0.950559614,-0.525917895,0.091034405,4.214144203
YOL069W,0.63705059,0.156037849,-0.4928508,0.312571197,2.35568501
YOL070C,0.802413637,0.107392076,-0.178650978,0.819748881,2.97381612
YOL071W,0.109497318,0.852307681,-0.075864153,0.923599699,3.134323006
YOL072W,0.14090007,0.766471415,0.293746144,0.467816592,2.913284795
YOL073C,0.077202699,0.920009589,0.431679313,0.319326862,6.431271857
YOL075C,-0.82876414,0.021639221,-0.341435842,0.428127593,4.744105053
YOL076W,0.613075841,0.126173174,0.097259989,0.891395094,3.265081889
YOL077C,0.690378463,0.221884961,-0.199748057,0.804843,5.679343525
YOL077W-A,1.365615928,5.70E-05,1.283688925,0.000190078,4.37629338
YOL078W,0.676661096,0.192473787,-0.439426779,0.449284106,2.20862096
YOL079W,0.550373877,0.573039644,-0.571216769,0.572891767,0.658901297
YOL080C,0.115991518,0.88900943,-0.756850002,0.135560516,2.748177003
YOL081W,0.399924127,0.325015978,1.102132876,0.000861908,6.835246989
YOL082W,0.04920082,0.965216806,0.361822791,0.389718929,4.198994009
YOL083C-A,0,1,0,1,-4.776081025
YOL083W,-0.838667715,0.014384145,-0.621615171,0.079035274,3.132168646
YOL084W,0.228411314,0.721332921,1.243997657,0.004340398,4.485642933
YOL085C,-1.917190707,0.000980263,-1.253194483,0.039053956,1.942505485
YOL085W-A,-1.072040277,0.104745158,-0.256062983,0.784296985,1.170318448
YOL086C,-0.759860199,0.13979969,-0.290595226,0.659038268,13.00483619
YOL086W-A,0.097896229,0.873257665,0.047658108,0.974850577,3.980068513
YOL087C,0.759280311,0.009819401,0.516977127,0.098491271,3.740514635
YOL088C,-0.085134693,0.90109687,-0.645287422,0.08775489,4.880601289
YOL089C,0.420403719,0.235881718,0.80332017,0.008608475,3.659863647
YOL090W,0.61089248,0.121867095,-0.242357104,0.639003315,3.374295408
YOL091W,0.123825713,0.852307681,0.114178737,0.881374679,2.28877296
YOL092W,0.329870152,0.497117546,0.269329772,0.611789684,8.54679756
YOL093W,-0.004347803,1,-0.546878262,0.132510549,3.307287017
YOL094C,0.138861554,0.796841656,-0.273033683,0.578868382,3.16565533
YOL095C,0.281003223,0.608899561,0.016266819,1,2.142747396
YOL096C,-0.680770293,0.07526073,-0.657418241,0.078534052,2.872272099
YOL097C,-0.319456375,0.49563444,-0.806588296,0.03359206,5.792901211
YOL097W-A,-0.208953469,0.782937504,-0.126894736,0.919411934,0.249823437
YOL098C,0.249542029,0.583852641,0.73398152,0.039919979,5.830635462
YOL099C,0.183964394,0.794804147,0.490014182,0.380910013,1.036095964
YOL100W,0.502355944,0.320278011,0.013956841,1,2.683345465
YOL101C,0.307567882,0.445169371,-0.232338554,0.61561712,3.618154254
YOL102C,0.317964972,0.46099622,0.067615733,0.935868683,3.131753474
YOL103W,0.61781833,0.077588947,0.333624926,0.396714619,4.947121399
YOL103W-A,0.073516985,1,1.453852564,0.034697415,-1.060834432
YOL103W-B,0.004458632,1,-0.315913672,0.503647994,6.005171787
YOL104C,-0.279532917,0.672103834,-0.310458742,0.645827531,3.342891943
YOL105C,0.182970856,0.718768039,0.543852119,0.164189471,5.815632927
YOL106W,-0.530531331,0.393357233,0.315898534,0.670169266,2.314098339
YOL107W,-0.565682314,0.171858854,-0.059829408,0.957075436,5.86842717
YOL108C,0.268712381,0.54135159,0.126746566,0.827888264,2.67319667
YOL109W,1.159522549,0.025835186,0.116703004,0.91404191,7.396531159
YOL110W,-1.103863839,0.033121882,-0.775430479,0.151833347,5.507330912
YOL111C,-0.643400886,0.040964252,-0.5395905,0.089005998,4.523467891
YOL112W,0.09323256,0.861291894,-0.356286202,0.343694564,3.779750707
YOL113W,-0.23471116,0.608819543,-0.806132554,0.021932087,2.82469745
YOL114C,-0.217358476,0.759786082,-0.80167552,0.141440945,1.110306689
YOL115W,-0.044155392,0.97502609,-1.272507197,0.000179039,2.629974719
YOL116W,-0.33712334,0.484788884,-0.441089225,0.337192381,2.196183483
YOL117W,0.035000643,1,-0.45589544,0.409797933,1.727015621
YOL118C,-1.374058663,0.00017025,-0.758140885,0.057808016,5.560566407
YOL119C,0.136735202,0.828404561,0.318511672,0.537983037,7.49998428
YOL120C,0.446952593,0.322942877,0.469106273,0.293177245,11.04297774
YOL121C,0.724051342,0.112188751,0.112582883,0.889466505,8.062521018
YOL122C,1.452013078,1.50E-06,1.687697663,1.53E-08,6.178151185
YOL123W,0.308558613,0.580986168,-0.812399571,0.071793564,5.753078177
YOL124C,0.167072828,0.800332931,-0.471987016,0.372451087,3.676909417
YOL125W,-0.199004798,0.644019759,-0.634225994,0.055383933,4.171305438
YOL126C,1.915569401,7.50E-11,1.725979291,6.90E-09,5.170417503
YOL127W,0.669184128,0.203901351,0.089817591,0.93688789,9.718897148
YOL128C,0.155302384,0.719015384,0.508821268,0.116375881,4.219900362
YOL129W,-0.056292264,0.961039427,0.092784293,0.90869179,8.36936789
YOL130W,0.196139857,0.67540726,0.246735649,0.592006597,5.168921879
YOL131W,-2.578325007,8.83E-06,-1.726112287,0.004146543,-0.739839045
YOL132W,-2.096523422,1.12E-10,-1.064471979,0.002372096,3.941031268
YOL133W,-0.752580447,0.01448446,-0.53333848,0.098518515,3.680645664
YOL134C,-0.586249051,0.150510336,-0.663921133,0.087608673,2.664819642
YOL135C,-0.534336203,0.183660697,-0.684313868,0.068421841,2.422734558
YOL136C,0.228213648,0.666448522,1.092144837,0.003724125,6.787826568
YOL137W,0.583380891,0.09470613,0.592051323,0.077638006,5.171617011
YOL138C,-0.221195028,0.615120957,-0.704270167,0.03976186,3.353587646
YOL139C,0.021667473,1,-0.453660303,0.314758536,7.40667044
YOL140W,0.492492677,0.206965806,0.09154439,0.893677025,4.829370049
YOL141W,0.417669765,0.592256882,-0.262853246,0.779185616,1.692182527
YOL142W,0.209026777,0.664958018,0.164570551,0.756229941,4.606304377
YOL143C,-0.554166856,0.162757469,-0.538079249,0.168636738,5.89596548
YOL144W,0.102298395,0.856019837,0.101937515,0.870049058,3.248484456
YOL145C,0.373321955,0.311848659,0.014202512,1,3.793446485
YOL146W,-0.197351688,0.733972591,-0.569181123,0.217077756,2.772349696
YOL147C,-1.024979491,0.049868479,-0.34764405,0.605686428,7.060330902
YOL148C,0.421897967,0.427526369,-0.206964172,0.758557391,2.599140078
YOL149W,0.483387642,0.319464039,-0.206943184,0.740543388,3.34742365
YOL150C,-0.803454418,0.401382003,0.21133859,0.900427242,-0.755666358
YOL151W,-0.903298195,0.064428643,0.582436354,0.266068639,6.638783133
YOL152W,-1.256566624,0.001985848,0.101087181,0.911730893,2.806228433
YOL153C,-1.294852681,0.001314959,0.024963242,1,3.986172557
YOL154W,-7.617141489,1.49E-07,-2.706810237,0.04260623,11.45663415
YOL155C,0.373398711,0.586151618,0.954249652,0.087329378,7.905687176
YOL155W-A,-0.849741129,0.124038089,-0.715295798,0.213442506,0.068745601
YOL156W,-0.127377763,0.824233555,-0.339509416,0.467130972,2.746019074
YOL157C,0.067497153,0.946614842,0.469249773,0.296898013,2.476106153
YOL158C,-1.10910891,0.145730168,-1.717976457,0.012630216,7.899309757
YOL159C,-0.221872444,0.582431513,0.314147475,0.400757844,4.184149071
YOL159C-A,-0.227623081,0.681557681,-0.259776668,0.651437075,1.863322662
YOL160W,0.098526748,0.926939671,0.85459795,0.116029691,0.521871346
YOL161C,-1.238867748,0.821583287,-0.861195436,1,-4.427813755
YOL162W,-1.249860032,0.003061626,-0.453551795,0.379706658,2.442607108
YOL163W,-1.173930545,0.001065,-0.822321671,0.029331246,2.984824918
YOL164W,-0.385686479,0.262773343,-0.29790165,0.414214137,4.552078262
YOL164W-A,0.266394687,0.729447073,0.167872175,0.871864461,-0.094924318
YOL165C,0.797048183,0.148358834,0.705885904,0.220093587,-0.297017622
YOL166C,2.676492566,0.721629089,3.413977089,0.509585756,-4.418360802
YOL166W-A,1.891912844,1,3.434111218,0.506926535,-4.47887373
YOR001W,0.121622874,0.788988024,-0.275736167,0.467371617,4.301401772
YOR002W,-0.079074397,0.923594942,0.23168783,0.677539536,8.299554178
YOR003W,-0.505736484,0.137841536,0.075194228,0.908048234,3.774131922
YOR004W,0.395753773,0.535653551,-0.651199854,0.259332365,4.078170302
YOR005C,-1.387709644,2.85E-05,-0.817841277,0.022114055,4.620314487
YOR006C,-0.28687497,0.430276529,-0.780319298,0.007711426,3.851734382
YOR007C,-0.290924837,0.511281049,-0.687411733,0.059153572,7.454767212
YOR008C,1.029546938,0.00109647,1.090176969,0.000500278,5.526272632
